respondent_id,survey_date,age,gender,education,employment_status,annual_income,region,city_type,customer_satisfaction,product_usage_frequency,experience_years,last_purchase_amount,nps_score,response_quality_score,response_time_seconds,sampling_weight
RESP_0163,2025-07-17 12:48:27.835629,48,Female,Master,Employed,22517.798228868072,West,Tier-3,7.5,7.0,2.0,352.7,7.0,67.7,233,0.7256557024927724
RESP_0164,2025-08-19 12:48:27.835629,25,Female,Below High School,Employed,86018.82026313858,Central,Tier-3,6.2,10.0,1.8,137.9,6.0,79.6,105,1.523876975234822
RESP_0165,2025-09-19 12:48:27.835629,46,Male,Master,Employed,23312.751517205772,South,Tier-1,6.3,6.0,1.1,578.39,7.0,60.8,266,0.7256557024927724
RESP_0166,2025-08-08 12:48:27.835629,39,Female,Bachelor,Student,130525.6903934694,North,Tier-1,8.0,6.0,12.9,239.36,10.0,84.4,149,0.6530901322434952
RESP_0167,2025-09-19 12:48:27.835629,44,Male,Bachelor,Employed,,South,Rural,4.8,8.0,,214.46,10.0,69.8,167,1.8141392562319312
RESP_0168,2025-07-30 12:48:27.835629,57,Female,Bachelor,Retired,45540.48309034752,West,Metro,6.4,11.0,2.0,,10.0,52.8,113,0.7546819305924835
RESP_0169,2025-10-05 12:48:27.835629,32,Female,High School,Employed,47656.72762647848,South,Metro,4.5,8.0,1.6,237.45,9.0,78.8,255,0.580524561994218
RESP_0170,2025-08-24 12:48:27.835629,25,Male,Bachelor,Unemployed,45506.119937428615,South,Metro,7.2,11.0,0.6,231.75,8.0,85.0,91,0.8707868429913271
RESP_0171,2025-10-06 12:48:27.835629,24,Male,Master,Employed,41265.17417658583,North,Metro,4.1,8.0,,216.44,,90.1,133,0.7837081586921943
RESP_0172,2025-09-19 12:48:27.835629,25,,Master,Employed,27092.348992794472,East,Tier-1,8.3,,7.5,157.31,4.0,77.3,131,1.0884835537391588
RESP_0173,2025-10-02 12:48:27.835629,34,Male,High School,Employed,-37897.04059850976,South,Rural,5.0,6.0,5.9,129.38,2.0,74.0,193,1.8141392562319312
RESP_0174,2025-08-11 12:48:27.835629,39,Male,Bachelor,Employed,15429.428010761538,West,Tier-2,4.3,8.0,0.7,269.54,0.0,98.1,511,0.7256557024927724
RESP_0175,2025-08-05 12:48:27.835629,38,,Master,Employed,15000.0,North,Tier-1,,7.0,6.3,131.5,10.0,71.0,121,0.6530901322434952
RESP_0176,2025-09-02 12:48:27.835629,44,Female,High School,Retired,87838.61483405333,West,Rural,9.6,7.0,0.7,,9.0,87.0,103,1.8141392562319312
RESP_0177,2025-08-06 12:48:27.835629,35,Female,Bachelor,Self-Employed,41184.06750196511,South,Metro,,3.0,3.0,559.67,8.0,84.5,208,0.580524561994218
RESP_0178,2025-09-24 12:48:27.835629,52,Female,Master,Employed,36496.40656672864,East,Metro,4.1,11.0,0.3,236.74,10.0,85.6,137,0.580524561994218
RESP_0179,2025-09-22 12:48:27.835629,31,Female,Bachelor,Employed,49949.07664330426,South,Tier-2,5.0,7.0,6.4,,10.0,58.7,100,0.7256557024927724
RESP_0180,2025-07-17 12:48:27.835629,67,Female,High School,Employed,18718.76987683761,West,Tier-2,6.4,6.0,0.2,478.9,8.0,81.7,117,0.9433524132406043
RESP_0181,2025-10-01 12:48:27.835629,42,Male,Bachelor,Self-Employed,16303.746863288581,Central,Metro,10.0,11.0,2.4,202.25,7.0,76.5,205,0.8127343867919051
RESP_0182,2025-08-27 12:48:27.835629,24,Female,Master,Unemployed,28942.090842121175,Central,Tier-1,5.6,2.0,4.5,150.0,4.0,82.7,345,1.523876975234822
RESP_0183,2025-09-17 12:48:27.835629,22,Male,Bachelor,Retired,108497.10671772841,East,Tier-2,5.6,7.0,0.4,14.81,,82.9,222,1.0884835537391588
RESP_0184,2025-07-19 12:48:27.835629,166,Other,High School,Employed,15000.0,East,Tier-2,9.3,9.0,1.6,20999.949709747154,4.0,62.3,46,1.451311404985545
RESP_0185,2025-07-31 12:48:27.835629,32,Female,Bachelor,Employed,15000.0,West,Tier-2,7.3,8.0,0.1,,7.0,92.3,146,0.7256557024927724
RESP_0186,2025-09-01 12:48:27.835629,43,Female,Bachelor,Employed,23929.783330207836,West,Tier-1,8.6,12.0,3.4,191.27,10.0,87.2,92,0.7256557024927724
RESP_0187,2025-08-25 12:48:27.835629,40,Male,Bachelor,Self-Employed,90595.51006197053,North,Metro,5.9,6.0,1.1,27.01,7.0,82.7,261,0.5224721057947963
RESP_0188,2025-08-16 12:48:27.835629,34,Female,Master,Self-Employed,15000.0,West,Tier-1,6.8,,2.5,190.86,4.0,53.8,164,0.7256557024927724
RESP_0189,2025-07-24 12:48:27.835629,24,Female,High School,Self-Employed,15000.0,East,Metro,9.0,11.0,,90.27,8.0,80.3,105,0.8707868429913271
RESP_0190,2025-08-16 12:48:27.835629,18,Male,Master,Self-Employed,44839.17115265605,North,Rural,6.8,12.0,1.1,74.94,8.0,,188,2.449087995913107
RESP_0191,2025-09-27 12:48:27.835629,29,Male,High School,Employed,283771.78733237647,South,Tier-1,8.7,4.0,0.1,101.61,5.0,85.1,171,0.7256557024927724
RESP_0192,2025-07-27 12:48:27.835629,45,Female,Bachelor,Unemployed,15000.0,South,Tier-1,7.6,14.0,3.4,90.97,5.0,77.9,75,0.7256557024927724
RESP_0193,2025-07-27 12:48:27.835629,37,Male,High School,Employed,15000.0,East,Tier-3,5.4,4.0,4.6,426.29,10.0,89.2,94,0.7256557024927724
RESP_0194,2025-09-17 12:48:27.835629,20,Female,Bachelor,Self-Employed,,South,Tier-1,7.0,12.0,9.5,496.61,6.0,54.5,252,1.0884835537391588
RESP_0195,2025-07-25 12:48:27.835629,37,Male,Bachelor,Employed,95200.41233260924,North,Tier-1,8.5,5.0,0.5,264.22,9.0,89.7,267,0.6530901322434952
RESP_0196,2025-09-23 12:48:27.835629,39,Male,Bachelor,Employed,22042.353267494935,North,Tier-3,8.0,6.0,1.5,707.28,7.0,80.6,236,0.6530901322434952
RESP_0197,2025-08-02 12:48:27.835629,24,Female,High School,Student,,East,Tier-3,6.9,,5.6,183.1,7.0,67.6,92,1.0884835537391588
RESP_0198,2025-08-02 12:48:27.835629,36,Male,Bachelor,Student,51379.74854921778,West,Tier-2,4.2,9.0,4.9,114.3,6.0,76.5,98,0.7256557024927724
RESP_0199,2025-10-09 12:48:27.835629,35,Female,High School,Student,59389.523505991994,South,Metro,4.3,10.0,2.9,227.02,9.0,68.0,147,0.580524561994218
RESP_0200,2025-09-15 12:48:27.835629,21,Male,Master,Employed,150681.5730207127,North,Tier-2,4.6,9.0,0.9,103.51,10.0,69.3,187,0.9796351983652429
RESP_0201,2025-09-25 12:48:27.835629,39,Male,PhD,Unemployed,61424.108881436434,North,Tier-3,6.2,8.0,,245.26,6.0,56.9,279,0.6530901322434952
RESP_0202,2025-08-07 12:48:27.835629,41,Female,High School,Employed,70435.51300839352,Central,Metro,6.4,11.0,0.4,369.24,3.0,80.6,247,0.8127343867919051
RESP_0203,2025-08-19 12:48:27.835629,47,Female,Bachelor,Student,29445.132194419362,East,Metro,4.8,,7.6,101.77,,55.9,177,0.580524561994218
RESP_0204,2025-09-22 12:48:27.835629,47,Female,Bachelor,Employed,256069.32145408966,East,Tier-3,8.5,10.0,0.6,616.67,9.0,86.6,252,0.7256557024927724
RESP_0205,2025-10-02 12:48:27.835629,18,Female,High School,Retired,,North,Metro,5.1,7.0,2.6,863.56,7.0,,144,0.7837081586921943
RESP_0206,2025-09-09 12:48:27.835629,23,Female,Bachelor,Retired,22258.123072327955,West,Tier-3,4.9,16.0,2.6,762.71,4.0,82.0,266,1.0884835537391588
RESP_0207,2025-08-13 12:48:27.835629,41,,Master,Unemployed,154447.87423713595,East,Tier-1,7.1,7.0,1.4,38.48,7.0,86.0,177,0.7256557024927724
RESP_0208,2025-09-24 12:48:27.835629,41,Male,Bachelor,Employed,15000.0,North,Tier-1,8.5,12.0,1.3,158.13,8.0,96.2,105,0.6530901322434952
RESP_0209,2025-10-13 12:48:27.835629,41,Female,High School,Employed,15000.0,North,Metro,10.0,,3.3,289.43,9.0,88.5,64,0.5224721057947963
RESP_0210,2025-08-11 12:48:27.835629,81,Female,Master,Student,39960.45182692966,South,Tier-3,7.9,7.0,1.5,65.68,8.0,53.9,254,0.9433524132406043
RESP_0211,2025-08-25 12:48:27.835629,41,Female,Bachelor,Employed,36265.08752865437,West,Tier-1,9.4,11.0,0.9,72.34,5.0,81.2,30,0.7256557024927724
RESP_0212,2025-09-06 12:48:27.835629,48,Male,Master,Student,30263.256980909213,Central,Tier-1,0.0,8.0,1.5,,4.0,81.4,200,1.0159179834898815
RESP_0213,2025-10-10 12:48:27.835629,46,Male,Bachelor,Employed,80430.1034168967,West,Tier-2,10.0,11.0,4.9,243.82,7.0,90.0,103,0.7256557024927724
RESP_0214,2025-10-08 12:48:27.835629,42,,Bachelor,Employed,17560.986671088198,West,Tier-2,4.2,6.0,10.2,303.79,3.0,53.9,96,0.7256557024927724
RESP_0215,2025-09-02 12:48:27.835629,31,Female,High School,Student,38228.38954965013,North,Rural,6.2,9.0,3.0,481.12,9.0,51.4,161,1.6327253306087381
RESP_0216,2025-09-11 12:48:27.835629,44,Female,,Self-Employed,27225.66130568521,East,Tier-1,7.8,7.0,4.6,338.6,7.0,85.1,159,0.7256557024927724
RESP_0217,2025-09-21 12:48:27.835629,25,Female,PhD,Self-Employed,17801.27209814655,West,Tier-1,4.6,5.0,,378.83,7.0,67.7,281,1.0884835537391588
RESP_0218,2025-09-12 12:48:27.835629,32,Female,,Self-Employed,34562.61663366055,North,Rural,5.6,8.0,2.9,46.43,8.0,69.6,193,1.6327253306087381
RESP_0219,2025-08-01 12:48:27.835629,29,Male,PhD,Employed,71831.37538292202,Central,Tier-2,5.4,4.0,13.3,281.53,9.0,90.1,132,1.0159179834898815
RESP_0220,2025-08-17 12:48:27.835629,35,Male,Bachelor,Unemployed,198085.59145462085,North,Metro,6.5,4.0,1.7,221.98,8.0,98.3,314,0.5224721057947963
RESP_0221,2025-08-14 12:48:27.835629,62,Male,High School,Employed,57730.16962624125,South,Metro,9.1,4.0,0.2,136.46,9.0,78.8,95,0.7546819305924835
RESP_0222,2025-07-25 12:48:27.835629,18,Male,High School,Retired,15000.0,West,Tier-3,7.0,12.0,9.4,175.22,8.0,64.0,61,1.0884835537391588
RESP_0223,2025-08-29 12:48:27.835629,43,Female,High School,Student,35224.17556428899,West,Tier-1,6.3,6.0,4.7,305.15,9.0,97.2,57,0.7256557024927724
RESP_0224,2025-07-19 12:48:27.835629,18,Male,Master,Employed,,West,Tier-2,2.7,9.0,1.5,12134.29943736751,9.0,93.9,169,1.0884835537391588
RESP_0225,2025-09-30 12:48:27.835629,29,Female,Bachelor,Unemployed,76800.55976100535,North,Tier-1,7.7,8.0,12.1,792.73,5.0,84.1,110,0.6530901322434952
RESP_0226,2025-09-25 12:48:27.835629,48,Male,Bachelor,Self-Employed,42101.903902776656,West,Metro,8.2,4.0,1.3,317.92,,67.2,178,0.580524561994218
RESP_0227,2025-08-15 12:48:27.835629,35,Male,High School,Employed,98960.01254568365,East,Tier-2,4.4,10.0,1.4,423.57,10.0,85.1,74,0.7256557024927724
RESP_0228,2025-09-30 12:48:27.835629,22,Male,,Retired,49678.94559714911,East,Metro,6.9,13.0,2.8,413.45,10.0,91.0,119,0.8707868429913271
RESP_0229,2025-08-14 12:48:27.835629,26,Male,Bachelor,Employed,126378.72802593293,Central,,7.3,7.0,,500.52,9.0,79.2,229,1.0159179834898815
RESP_0230,2025-07-17 12:48:27.835629,43,Female,High School,Employed,25565.607340788447,West,Tier-1,8.4,6.0,3.6,89.63,9.0,92.7,263,0.7256557024927724
RESP_0231,2025-07-26 12:48:27.835629,26,Male,Master,Employed,,North,Tier-1,5.9,11.0,0.5,248.96,6.0,81.0,295,0.6530901322434952
RESP_0232,2025-10-15 12:48:27.835629,37,Female,Bachelor,Employed,70355.28811061596,West,Tier-2,5.7,6.0,0.3,107.18,8.0,67.1,87,0.7256557024927724
RESP_0233,2025-10-05 12:48:27.835629,35,Male,Bachelor,Self-Employed,22976.90232928974,North,Tier-3,6.3,8.0,2.3,,10.0,80.3,248,0.6530901322434952
RESP_0234,2025-07-24 12:48:27.835629,27,Male,Bachelor,Unemployed,19302.497261982408,North,Tier-3,8.9,6.0,2.4,,9.0,81.6,154,0.6530901322434952
RESP_0235,2025-08-15 12:48:27.835629,60,Male,Bachelor,Self-Employed,21949.91004353834,South,Metro,8.6,13.0,0.3,328.6,6.0,50.2,132,0.7546819305924835
RESP_0236,2025-07-25 12:48:27.835629,42,Female,Below High School,,19942.88079657084,Central,,7.0,7.0,10.0,315.55,6.0,62.8,213,1.0159179834898815
RESP_0237,2025-07-21 12:48:27.835629,18,Female,Bachelor,Employed,55163.10034350941,North,Tier-1,8.5,5.0,2.6,148.59,7.0,84.2,259,0.9796351983652429
RESP_0238,2025-08-28 12:48:27.835629,37,Male,High School,Employed,15000.0,West,Rural,3.4,8.0,0.5,254.51,7.0,84.5,71,1.8141392562319312
RESP_0239,2025-07-26 12:48:27.835629,27,Male,Bachelor,Employed,15000.0,North,Tier-3,8.2,5.0,1.1,190.56,7.0,96.4,149,0.6530901322434952
RESP_0240,2025-09-20 12:48:27.835629,45,Female,High School,Employed,161167.13222601343,West,Tier-3,5.3,12.0,4.8,315.11,8.0,80.4,100,0.7256557024927724
RESP_0241,2025-08-16 12:48:27.835629,25,Male,High School,Self-Employed,20331.417387849913,East,Tier-1,9.7,11.0,2.2,490.47,,79.1,225,1.0884835537391588
RESP_0242,2025-08-21 12:48:27.835629,33,Male,PhD,Employed,,West,Tier-1,5.4,11.0,0.6,102.12,9.0,75.0,6987,0.7256557024927724
RESP_0243,2025-10-10 12:48:27.835629,41,Female,Master,Employed,15000.0,North,Tier-1,5.7,8.0,0.3,,9.0,72.6,216,0.6530901322434952
RESP_0244,2025-09-17 12:48:27.835629,45,Female,Below High School,Employed,39155.62676091737,West,Metro,,5.0,1.7,,9.0,92.9,205,0.580524561994218
RESP_0245,2025-08-13 12:48:27.835629,20,Male,Bachelor,Retired,20430.714613920598,Central,Metro,8.0,9.0,1.2,51.35,9.0,79.9,111,1.2191015801878575
RESP_0246,2025-09-24 12:48:27.835629,30,Female,Bachelor,Retired,15000.0,West,Rural,6.3,12.0,3.2,450.56,8.0,88.8,56,1.8141392562319312
RESP_0247,2025-08-02 12:48:27.835629,29,Female,High School,Self-Employed,,East,Metro,7.6,,7.8,25.31,9.0,78.5,183,0.580524561994218
RESP_0248,2025-09-28 12:48:27.835629,27,Male,High School,Retired,93531.40878005564,Central,Metro,7.7,4.0,0.9,89.3,8.0,91.2,193,0.8127343867919051
RESP_0249,2025-09-28 12:48:27.835629,56,Female,Master,Unemployed,33326.76701772141,North,Metro,7.6,243.0,5.8,225.9,10.0,75.9,185,0.6792137375332352
RESP_0250,2025-09-15 12:48:27.835629,39,Female,Bachelor,Self-Employed,80784.08248403085,West,Rural,6.4,11.0,7.6,186.2,5.0,91.1,345,1.8141392562319312
RESP_0251,2025-08-17 12:48:27.835629,19,Male,Master,Employed,166480.61416486694,Central,Tier-2,7.8,9.0,7.0,168.96,10.0,78.4,246,1.523876975234822
RESP_0252,2025-09-15 12:48:27.835629,46,Male,Bachelor,Unemployed,66387.27971308527,North,Tier-2,9.1,10.0,9.1,748.84,6.0,73.8,178,0.6530901322434952
RESP_0253,2025-09-07 12:48:27.835629,60,Male,High School,Unemployed,53302.78134406674,East,Rural,5.2,5.0,5.5,78.86,3.0,75.9,163,2.3583810331015105
RESP_0254,2025-08-10 12:48:27.835629,47,Female,Bachelor,Self-Employed,42580.843890276585,North,Tier-1,5.7,4.0,2.7,333.96,7.0,84.5,314,0.6530901322434952
RESP_0255,2025-07-29 12:48:27.835629,18,,Bachelor,Unemployed,61059.12230535398,East,Tier-2,7.0,5.0,1.6,767.96,8.0,92.0,195,1.0884835537391588
RESP_0256,2025-07-29 12:48:27.835629,29,Female,High School,Employed,,,Metro,5.4,8.0,2.0,10626.749213534526,,84.8,130,0.580524561994218
RESP_0257,2025-10-09 12:48:27.835629,50,Female,Master,Unemployed,29105.758048578176,South,Metro,4.3,12.0,6.2,306.99,8.0,98.2,246,0.580524561994218
RESP_0258,2025-09-10 12:48:27.835629,26,Male,Bachelor,Retired,52089.209771043155,East,Tier-3,8.6,,1.1,280.3,9.0,87.7,96,0.7256557024927724
RESP_0259,2025-08-31 12:48:27.835629,40,Female,High School,Employed,24857.33362976039,South,Tier-3,3.7,16.0,0.5,167.37,6.0,72.2,59,0.7256557024927724
RESP_0260,2025-09-09 12:48:27.835629,44,Male,Bachelor,Unemployed,27101.931076518194,South,Tier-1,6.4,5.0,0.5,157.52,8.0,88.2,198,0.7256557024927724
RESP_0261,2025-09-07 12:48:27.835629,23,Female,Below High School,Employed,36320.926135224356,North,Tier-1,8.1,7.0,5.3,64.73,6.0,72.5,138,0.9796351983652429
RESP_0262,2025-09-14 12:48:27.835629,34,Female,High School,Self-Employed,91170.4436247726,Central,Tier-1,7.4,10.0,4.3,470.87,8.0,80.9,99,1.0159179834898815
RESP_0263,2025-07-23 12:48:27.835629,18,Male,Master,Unemployed,15000.0,North,Metro,6.4,7.0,2.1,71.45,8.0,55.6,80,0.7837081586921943
RESP_0264,2025-10-11 12:48:27.835629,22,Male,High School,Employed,66658.83014742845,Central,Metro,5.4,10.0,1.0,222.07,7.0,79.4,81,1.2191015801878575
RESP_0265,2025-10-08 12:48:27.835629,31,Male,Master,Self-Employed,68421.1406879875,East,Metro,7.5,6.0,3.4,181.94,10.0,92.6,217,0.580524561994218
RESP_0266,2025-10-07 12:48:27.835629,20,Male,Bachelor,Employed,68094.35578583207,South,Metro,5.5,8.0,0.1,270.44,8.0,89.9,60,0.8707868429913271
RESP_0267,2025-07-29 12:48:27.835629,54,Male,High School,Self-Employed,19045.81927485699,West,Tier-3,7.4,10.0,2.5,366.95,9.0,94.4,235,0.7256557024927724
RESP_0268,2025-07-24 12:48:27.835629,18,Male,High School,Employed,15000.0,East,Metro,7.2,5.0,1.5,163.15,9.0,80.7,148,0.8707868429913271
RESP_0269,2025-09-06 12:48:27.835629,29,Prefer not to say,Master,,56826.63256071794,East,Metro,7.2,6.0,11.4,88.86,9.0,94.1,84,1.161049123988436
RESP_0270,2025-08-29 12:48:27.835629,36,Male,Bachelor,Employed,42193.903701182586,North,Tier-1,6.0,10.0,2.1,131.49,5.0,96.9,376,0.6530901322434952
RESP_0271,2025-07-30 12:48:27.835629,52,Male,Bachelor,Self-Employed,81105.11495233036,South,Tier-3,10.0,3.0,2.4,105.41,,72.1,120,0.7256557024927724
RESP_0272,2025-08-17 12:48:27.835629,18,Female,High School,Employed,,South,Metro,7.5,1.0,3.7,781.39,7.0,75.2,145,0.8707868429913271
RESP_0273,2025-08-10 12:48:27.835629,48,Male,Master,Student,66708.9696921214,North,Metro,6.6,5.0,2.0,561.68,9.0,74.5,302,0.5224721057947963
RESP_0274,2025-08-10 12:48:27.835629,35,Other,Bachelor,Retired,84417.47338427416,South,Tier-1,7.4,14.0,0.8,62.74,5.0,84.3,110,1.451311404985545
RESP_0275,2025-09-23 12:48:27.835629,23,Female,Master,Retired,,North,Tier-2,5.8,8.0,2.3,183.81,10.0,92.5,217,0.9796351983652429
RESP_0276,2025-09-12 12:48:27.835629,40,Female,High School,Unemployed,50693.0248206096,South,Tier-2,6.4,7.0,8.7,101.31,4.0,64.5,415,0.7256557024927724
RESP_0277,2025-08-03 12:48:27.835629,37,Male,Bachelor,Unemployed,,North,Tier-3,10.0,7.0,1.6,134.0,5.0,65.4,267,0.6530901322434952
RESP_0278,2025-09-09 12:48:27.835629,27,Male,Bachelor,Employed,18822.803704466452,North,Rural,5.8,11.0,3.4,149.72,5.0,85.5,30,1.6327253306087381
RESP_0279,2025-08-09 12:48:27.835629,35,Male,Bachelor,Employed,55541.02866402732,North,,,8.0,11.5,111.76,8.0,77.6,323,0.6530901322434952
RESP_0280,2025-08-21 12:48:27.835629,30,Female,Bachelor,Employed,132985.93805717953,Central,Tier-2,6.3,2.0,5.3,442.1,10.0,75.2,80,1.0159179834898815
RESP_0281,2025-09-14 12:48:27.835629,36,Male,High School,Unemployed,36966.343688971305,North,Tier-1,5.4,14.0,3.2,300.08,6.0,84.2,336,0.6530901322434952
RESP_0282,2025-08-17 12:48:27.835629,42,,Bachelor,Student,,West,Metro,7.6,9.0,4.0,,8.0,86.3,174,0.580524561994218
RESP_0283,2025-07-26 12:48:27.835629,54,Prefer not to say,Bachelor,Employed,20956.80671131271,North,Rural,7.1,5.0,8.3,603.76,5.0,93.2,184,3.2654506612174763
RESP_0284,2025-09-11 12:48:27.835629,-4,Male,High School,Retired,15000.0,Central,Tier-1,8.4,11.0,9.6,421.12,8.0,89.0,292,1.0159179834898815
RESP_0285,2025-09-25 12:48:27.835629,60,Male,Bachelor,Self-Employed,101947.05646402601,North,Metro,8.2,7.0,10.4,,4.0,73.4,166,0.6792137375332352
RESP_0286,2025-07-29 12:48:27.835629,18,Male,,Self-Employed,66922.08003720366,Central,Tier-2,8.4,6.0,2.9,287.55,8.0,81.9,83,1.523876975234822
RESP_0287,2025-07-23 12:48:27.835629,33,Other,High School,Employed,24316.358269650413,West,Metro,5.6,9.0,1.5,469.73,8.0,,102,1.161049123988436
RESP_0288,2025-10-08 12:48:27.835629,42,,PhD,Employed,15000.0,North,Tier-2,8.0,9.0,0.4,448.87,8.0,88.7,68,0.6530901322434952
RESP_0289,2025-09-24 12:48:27.835629,38,Female,PhD,Self-Employed,18645.573170896925,Central,Tier-2,8.0,7.0,1.5,,4.0,98.1,167,1.0159179834898815
RESP_0290,2025-07-18 12:48:27.835629,27,Female,Bachelor,Self-Employed,,East,Tier-1,5.5,5.0,8.6,324.77,5.0,63.0,103,0.7256557024927724
RESP_0291,2025-07-28 12:48:27.835629,32,Male,High School,Employed,39637.30816960806,South,Tier-3,,6.0,6.6,253.77,8.0,50.3,127,0.7256557024927724
RESP_0292,2025-08-16 12:48:27.835629,29,Female,Master,Self-Employed,38584.55996632038,West,Metro,4.8,7.0,2.2,380.68,9.0,55.8,199,0.580524561994218
RESP_0293,2025-08-07 12:48:27.835629,27,Male,Bachelor,Student,106207.0298771145,Central,Tier-1,8.0,13.0,2.3,38.03,10.0,92.0,319,1.0159179834898815
RESP_0294,2025-09-07 12:48:27.835629,45,Male,High School,Student,20864.32650569399,East,Tier-1,8.0,7.0,1.1,,9.0,64.0,359,0.7256557024927724
RESP_0295,2025-09-17 12:48:27.835629,39,Female,Bachelor,Retired,15000.0,South,Tier-2,9.1,8.0,1.8,396.47,10.0,84.4,323,0.7256557024927724
RESP_0296,2025-09-16 12:48:27.835629,26,Female,Bachelor,Employed,15000.0,West,Tier-3,6.7,2.0,3.8,175.47,7.0,90.8,70,0.7256557024927724
RESP_0297,2025-08-13 12:48:27.835629,45,Female,Bachelor,Employed,35652.69847202594,West,Tier-1,7.7,8.0,1.5,707.89,6.0,85.0,209,0.7256557024927724
RESP_0298,2025-09-06 12:48:27.835629,38,Female,Bachelor,Unemployed,,Central,Tier-2,8.5,4.0,0.6,87.8,1.0,74.4,154,1.0159179834898815
RESP_0299,2025-07-24 12:48:27.835629,44,Male,Bachelor,Employed,28750.0033742176,West,Metro,5.9,10.0,2.3,274.77,7.0,83.9,175,0.580524561994218
RESP_0300,2025-08-07 12:48:27.835629,42,Male,Master,Employed,25254.840915273133,South,Rural,5.6,,0.8,147.65,8.0,74.7,340,1.8141392562319312
RESP_0301,2025-09-03 12:48:27.835629,25,Male,Bachelor,Employed,80192.94023332851,Central,Tier-1,5.9,7.0,11.0,122.05,9.0,60.9,388,1.523876975234822
RESP_0302,2025-07-17 12:48:27.835629,28,Male,Bachelor,,22706.975575202814,North,Tier-2,6.5,11.0,1.5,220.36,6.0,95.5,314,0.6530901322434952
RESP_0303,2025-09-04 12:48:27.835629,43,Male,Master,Employed,26852.825802541294,South,Metro,5.7,10.0,7.2,42.06,8.0,,413,0.580524561994218
RESP_0304,2025-08-19 12:48:27.835629,42,Male,Bachelor,Employed,64461.7217210755,East,Metro,6.0,11.0,0.8,396.61,8.0,53.8,75,0.580524561994218
RESP_0305,2025-09-13 12:48:27.835629,34,Male,Bachelor,Employed,23109.85597675442,East,Tier-1,8.3,12.0,0.6,1076.21,8.0,,228,0.7256557024927724
RESP_0306,2025-08-22 12:48:27.835629,36,Male,Bachelor,Employed,50948.464436746544,North,Tier-3,6.9,7.0,2.9,84.72,6.0,92.0,188,0.6530901322434952
RESP_0307,2025-09-09 12:48:27.835629,50,Female,Bachelor,Self-Employed,47343.66078038602,West,Tier-1,7.5,7.0,4.5,597.35,9.0,68.7,121,0.7256557024927724
RESP_0308,2025-10-14 12:48:27.835629,27,Female,Master,Self-Employed,40676.77977688199,South,Rural,6.2,8.0,2.5,478.99,5.0,95.4,202,1.8141392562319312
RESP_0309,2025-09-26 12:48:27.835629,41,Male,Bachelor,Self-Employed,15000.0,South,Tier-1,6.1,10.0,0.8,,10.0,86.8,126,0.7256557024927724
RESP_0310,2025-10-09 12:48:27.835629,32,Female,Below High School,Employed,97131.34168743913,West,Tier-1,7.4,11.0,-1.097465342681767,79.51,10.0,99.2,239,0.7256557024927724
RESP_0311,2025-09-17 12:48:27.835629,32,Female,High School,Employed,214603.418194855,South,Metro,7.2,10.0,,270.98,7.0,92.0,84,0.580524561994218
RESP_0312,2025-08-05 12:48:27.835629,48,Male,High School,Self-Employed,36572.889124753914,North,Tier-3,8.2,9.0,0.4,,7.0,81.8,127,0.6530901322434952
RESP_0313,2025-08-10 12:48:27.835629,44,Female,Bachelor,Self-Employed,,North,Metro,9.0,3.0,1.3,507.03,,68.2,137,0.5224721057947963
RESP_0314,2025-08-23 12:48:27.835629,44,Female,High School,Employed,37170.9256697414,Central,Tier-3,6.0,7.0,3.4,226.52,7.0,82.2,113,1.0159179834898815
RESP_0315,2025-08-13 12:48:27.835629,50,Female,High School,Employed,80168.6734726023,North,Rural,8.3,3.0,0.3,246.56,1.0,96.4,250,1.6327253306087381
RESP_0316,2025-07-24 12:48:27.835629,35,Male,High School,Student,22200.050872848875,South,Rural,5.4,10.0,0.4,63.08,10.0,72.9,169,1.8141392562319312
RESP_0317,2025-09-29 12:48:27.835629,43,Female,High School,,32757.28479135832,East,Tier-1,10.0,7.0,0.2,600.81,7.0,86.1,38,0.7256557024927724
RESP_0318,2025-09-24 12:48:27.835629,31,Male,High School,Employed,47692.20799497998,East,Tier-2,5.8,6.0,,485.84,5.0,82.2,195,0.7256557024927724
RESP_0319,2025-07-24 12:48:27.835629,38,Female,PhD,Self-Employed,95076.61143681525,North,Tier-3,8.0,11.0,1.5,,8.0,67.8,110,0.6530901322434952
RESP_0320,2025-08-26 12:48:27.835629,33,Female,High School,Employed,67530.79442101617,East,Metro,5.4,7.0,7.1,233.24,5.0,83.6,115,0.580524561994218
RESP_0321,2025-07-24 12:48:27.835629,36,Female,Bachelor,Employed,69807.33544932213,South,Tier-2,14.91402386773076,12.0,1.0,596.39,5.0,72.1,284,0.7256557024927724
RESP_0322,2025-07-23 12:48:27.835629,42,Female,Master,Employed,25822.078342109417,Central,Metro,9.3,4.0,4.2,83.33,8.0,77.8,108,0.8127343867919051
RESP_0323,2025-09-29 12:48:27.835629,25,Female,Master,Unemployed,50087.92119731243,North,Tier-1,5.8,,0.7,286.88,7.0,67.5,330,0.9796351983652429
RESP_0324,2025-09-16 12:48:27.835629,60,Male,,Employed,20382.446389261386,South,Metro,10.0,8.0,2.1,795.83,8.0,61.4,128,0.7546819305924835
RESP_0325,2025-09-19 12:48:27.835629,22,Male,Master,Employed,71426.26086302567,South,Metro,7.0,4.0,5.2,81.95,10.0,90.3,84,0.8707868429913271
